timestamp,region,provider,runtime,memorySize,parallel,duration,rpsMean,rpsStdev,rpsMin,rpsMedian,rpsMax,resultMean
2018-01-01T21:28:32.236Z,eu-west-3,aws,nodejs,128,1,1,561900,0,561900,561900,561900,-305
2018-01-01T21:28:33.768Z,eu-west-3,aws,nodejs,128,1,1,728593,0,728593,728593,728593,59
2018-01-01T21:28:35.296Z,eu-west-3,aws,nodejs,128,1,1,731055,0,731055,731055,731055,381
2018-01-01T21:28:36.521Z,eu-west-3,aws,nodejs,128,2,1,586445,103420.02360278206,513316,586445,659574,-81.5
2018-01-01T21:28:37.761Z,eu-west-3,aws,nodejs,128,2,1,653486,33680.91020147763,629670,653486,677302,180
2018-01-01T21:28:39.390Z,eu-west-3,aws,nodejs,128,2,1,735125,8001.620335906971,729467,735125,740783,-447.5
2018-01-01T21:28:40.618Z,eu-west-3,aws,nodejs,128,3,1,428111,23106.817716855778,408936,421631,453766,183
2018-01-01T21:28:41.849Z,eu-west-3,aws,nodejs,128,3,1,537366,204689.56489034803,305581,613201,693316,16
